,tweetText,pos_count,neg_count,sentiment
1087,experience really made appreciate inperson teaching many ways saying someone interest digital learning academics might actively avoid online delivery frustrating demanding year,1,6,Negative
1088,set ready schoolofoptom med ret online teaching day collegeoptomuk medicalretina,1,1,Neutral
1089,thinking upgrading computer onlineremote teaching fortunately apple recently updated line macs affordable ever however consider getting read recent blog post,4,4,Neutral
1090,lorrainecandy teaching face face small tutorial groups large lectures online,0,1,Negative
1091,lorrainecandy teaching g face face part time online boyfriend senior lecturer,0,1,Negative
1092,need reminded sometimes know probably worrying students not getting enough teaching actually probably concerned whether not setting thoughtful tasks support learning outside online time,3,8,Negative
1093,maureendalby according teachers hardest working group planet worked hour days days week lockdown teaching nations kids online certainly nt idle lefties nothing wages,2,6,Negative
1094,thisisdavina degree online based study ou teaching lectures lecturers understand students frustrations think mostly still paying full fees getting full experience,0,6,Negative
1095,abirimmer fitness instructor teaching mainly dance fitness collaboration trust wellbeing team eventually teaching weekly class trust staff covid permitting community online important wellbeing,5,3,Positive
1096,teaching onlinestop students copyingcheck understanding teaching online video,1,6,Negative
1097,lorrainecandy teaching face face huge generalisation lectures maybe online others nt please not assume whole sector providing experience child receiving,2,5,Negative
1098,teaching online edmodo complete training assignments teachingonline edmodo video,0,1,Negative
1099,coronavirus focus trust schools shut early christmas surely first many schools take decision teaching either move online lost time made later year perhaps shortening easter holiday,1,5,Negative
1100,buisstteaching missdcox glad helped need someone save mine figure students tier online learning self isolating etc,2,4,Negative
1101,ronnie resist powerful fortune card numberella find video blendedlearning edutwitter giftedminds homeschool mathschat numberella online ronnieresist skilltraining software studentlife teaching teachathome,6,4,Positive
1102,chimes completely experience still post questions discussion boards check regularly abandoned idea expecting regular engagement one thing add online teaching makes harder hide,1,4,Negative
1103,mcrthfc teach remotely home week school closed week infections rife area students staff testing positive hate online teaching,1,9,Negative
1104,professors surveyed even partial facetoface classes percent preferring includes appreciate advantages online teaching miss interaction,5,3,Positive
1105,emmakeddev thank mean yes rather classroom want something make safe btw teaching modes sweating mask online students see faces,2,3,Negative
1106,comparison normal prepandemic teaching not speak online education providers please respect privacy testing times,2,5,Negative
1107,missregardless mrsrileyeng much harder maybe lazy annoying easy meeee show maybe maybe research lazy comments teachers teaching planning zoom sessions online activities last year,2,8,Negative
1108,headroathpark teaching lessons face face delivering online lessons setting isolation work teams jokey comment general however long week work,1,3,Negative
1109,wisemoriarty not dean approval assessment xmas gone online teaching prep next term next term go teaching exam term grading summer working nonstop year already many colleagues made redundant,5,5,Neutral
1110,hebsneth kategreensu gavinwilliamson left summer right end week teaching current climate live online lessons mixed face face lessons students teach virus marking mock gcses evenings level mocks mark weekend broken,1,10,Negative
1111,video look apple mac consider getting online teaching mac would get,0,2,Negative
1112,teachers work teams teaching team two least teaching requires digital changes everything whether online soon goes screen compete attention eyeballs,1,4,Negative
1113,teacher writes funny song describe online teaching popsugar family,1,3,Negative
1114,michaeldoron teachers not teach online upload work not teaching book,1,2,Negative
1115,check great conversation erinsullivan teaching online shakespeare institute teachingonline shakespeare pandemicpedagogy,1,4,Negative
1116,zoom classes ready tomorrow saturday thanks expert teaching staff jazz tap ballet singing drama musical theatre online kirkhamhenry zoom ryedaledc creativeryedale cicregulator,4,3,Positive
1117,thelastleg isitok government not allow secondary schools hull move online teaching despite far highest infection rate pupils absent,0,4,Negative
1118,latest issue learning teaching online walking edge educational praxis higher education guest editors lill langelotz kathleen mahon giulia messina dahlberg,1,6,Negative
1119,charlotteaugst ecwestcott weeks isolation mocks next week help ppts teaching school farce way results fair oh ucasonline pressure top poor kids,2,6,Negative
1120,teaching piano online students range second lockdown hitting people hard oldest student spoken anyone week teens struggling fractured education plus internet connection shit today glass wine definitely welcome,2,7,Negative
1121,another successful cpd course delivered today helping new online teaching thanks wiltshub subsidised event part workforce support,7,4,Positive
1122,really successful week online teaching using teams quite apprehensive start week students amazing engaged feedback positive far edutwitter nqt,5,5,Neutral
1123,teaching class person teaching class online fulltime tasks teachers one not time,0,2,Negative
1124,excited launch latest microcredential important one openuniversity course partnership futurelearn helps educators around world remove barriers learning wks,3,1,Positive
1125,question artistry demanded lockdown raises question presenting books virtually skills photography videography go overlooked would certainly not thought explicitly connection online teaching,2,6,Negative
1126,autumn student vote saw record turnout well motion online teaching overturned,1,3,Negative
1127,know needs hear teaching online classroom shite,0,2,Negative
1128,aknock not teaching online guess balance change person high touch not lectures leisure shopping continue radically change nature high streets trends happening speed,0,5,Negative
1129,aknock major changes stick remote work online teaching well shopping,2,3,Negative
1130,confident teaching students handwriting spotting amp correcting problems years experience teaching handwriting sue smits work new online lessons support edutwitter,4,6,Negative
1131,end super busy week another one coming looking forward tuesday webinar daveowhite connection presence online teaching,1,1,Neutral
1132,postpandemicuni not exactly focused teaching may worth checking chronicinclude excellent guides reasonable adjustments online meetings amp online research,4,4,Neutral
1133,recommendations guides accessibility online teaching,4,1,Positive
1134,another wreath getting ready online course teaching pared back one calling lovers,3,1,Positive
1135,year kept schools open learned new technology taught class amp online supported pupils amp families taught social distancing amp mask wearing continued teaching lockdown tracked amp traced supported mental health pupilscolleagues deserve better payfreeze,5,5,Neutral
1136,week online teaching done week go,0,1,Negative
1137,unexpectedly found teaching online year would like help course not free,2,3,Negative
1138,days go second national lockdown ends england long term impacts pandemic language teaching industry teaching online forever gt trainer thom jones shares thought topic,1,4,Negative
1139,hands looking get teaching oasisinnovation pointing right direction giving answers need help get one step closer rewarding new future register today manchester traintoteach,6,8,Negative
1140,ukcdm social enterprise uses creative skills engage vulnerable people cdms display redfern recreation studio gave online workshops teaching women make reusable masks scrub bags supplied hospitals,5,6,Negative
1141,move essential teaching online friday december wellbeing support need students guild students union programmes connectedness activities students join,3,3,Neutral
1142,flewnest hi nt know following followed back apologiestoo busy teaching english online,1,1,Neutral
1143,aspley guise lower school looking teaching assistant midday supervisor become part team staff permanent fulltime closing date midnight thursday nov apply online jcpinbucks,1,3,Negative
1144,week packed first fresh wreath kits studio smells amazing joining us one still time book,2,2,Neutral
1145,schools not closed sweden online teaching secondary university,0,2,Negative
1146,therefore go make disciples nations baptising name father son holy spirit teaching obey everything commanded not wait celebrate god across nations,2,4,Negative
1147,course moved online curated reading list help manage process teaching course online whether expert first time click learn onlinelearning,0,4,Negative
1148,sisters school teachers got tested positive covid still close schools move online teaching,1,3,Negative
1149,feeling spent last hours teaching online,0,1,Negative
1150,technical teacher new mac get online teaching,0,2,Negative
1151,cuttingly stop using online teaching learning scapegoat large part failure campus leadership take mental health stress trauma seriously,4,10,Negative
1152,good nt good principles lecturing person maybe way restructure material online knock benefits return teaching,4,2,Positive
1153,want get online lectures see top tips cambridgectl tip mmlllibrary rest weekend take regular breaks looking screen,1,2,Negative
1154,jobalert new nursery amp early years early years staff vacancy wollaston school information amp apply online edunorthants educatingnorthants educationjobs,0,1,Negative
1155,shafrhistorians tiggy trying help online teaching even refuses share bone shafrdogs,0,3,Negative
1156,allstaff meeting man literally never seen went rant apropros nothing covid nt real nt teaching online lmao,1,2,Negative
1157,recruiting graduate assistants mathematics english join teaching team january make difference young people community apply online december,1,1,Neutral
1158,bbceducation guardianedu timeseducation teacherhead unisontheunion natfhe ofstednews teachers working frontline implementing complex new regulations devising online resources working familiesoh teaching pandemic,1,8,Negative
1159,christmas carol teaching resources including presentations worksheets quizzes etc free materials five staves elt tesol tefl esl english iatefl ihworld bbcle zeidanelt esolnexus edexcelteachers achristmascarol,4,7,Negative
1160,getting ready teach first online lessons elisa lavera yoga teacher bidvine shares tips everything best microphone camera positions first class success steps teaching first online yoga class,5,2,Positive
1161,seriously impressed put together today baptism fiddly world online teaching learning recent months wonder much tech taken forwards next year conference openorchestras,4,2,Positive
1162,agbuckley one hand feel pain hand one opportunities online teaching prerecording stuff like,1,5,Negative
1163,teaching online time global world crisis hardly time preparation case lot universities hardly learning design support design,1,3,Negative
1164,slogging away online teaching finding hard timeconsuming tiring know delivering online courses programmes best mature teams universities world online ed much much,2,8,Negative
1165,beechfield school recruiting upper teaching assistant part time closing date applications mon nov full details apply online click link headbeechfield,0,4,Negative
1166,edclass offer easy follow online teaching student access may home educated isolated excluded persistently absent see video idea different type lessons offer,2,5,Negative
1167,simonjamesd go work fact working extra days cover teachers ill providing double teaching school online students home teacher died covid week hate key workers close schools see country fares,1,11,Negative
1168,join us online november celebrate launch imperial new centre paediatrics child health imperialpaech learn wide range paediatrics research teaching imperialcollege amp clinical partners,2,2,Neutral
1169,alanlparker feeling like dr p stress teaching online endless hours zoom recording lectures etc think everyone understands cutting people slack right,2,6,Negative
1170,dissatisfied online teaching amp think may impact academic performance sign petition mitigation policies uk unis via ukchange,1,4,Negative
1171,jobalert new secondary teaching assistant vacancy montsaye academy information amp apply online edunorthants educatingnorthants educationjobs,0,2,Negative
1172,diezmannlab night first online teaching session,0,2,Negative
1173,work field shakerace continues online symposium sussexuni taking place weekend still time register free place willtosh leads exploration teaching race shakespearean stage,4,2,Positive
1174,hackneygazette drgopalmehta hello name gemma online relationship yoga coach would love help guys teaching online let know thoughts email address,3,5,Negative
1175,odd time join college pandemic masks teaching online person sometimes got selfisolate possibly first time away home help succeed increased support help give,4,4,Neutral
1176,another eg aemeeventsed hei working eventprofs well online teaching knowledge creation multiskilled amp multitasking jonsibleymmu,5,4,Positive
1177,digital poverty real likewise online musicmaking impossible many let focus adapt teaching styles approaches make musiceducation best side pandemic,3,7,Negative
1178,cudmorekaren karamballes tes gavinwilliamson matthancock lessons online constantly asked yr level students still lessons exams cancelled adapted quickly remote teaching support government laptops ordered march student arrived oct,4,5,Negative
1179,political communications students started podcast teaching moving online students wanted space meet get know discuss programme listen talk current affairs lens studies,1,6,Negative
1180,jobalert new primary teaching assistant vacancy briar hill primary school information amp apply online edunorthants educatingnorthants educationjobs,0,3,Negative
1181,clap rainbow teachers front line already breaking point teaching classroom online thanked pay freeze absolutely vile rishisunak,3,7,Negative
1182,folbitesize nearly talked resilience digital poverty us confident less online teachingreceived great toolkit sang happy birthday colleague plus anything showcasing students talent always welcome,5,6,Negative
1183,last chance register cambridge virtual train teach event taking place next wednesday not miss chance chat local teachers training providers cambridge area register,0,3,Negative
1184,minis loving online classes wait back studio proud able still offer quality teaching home give weekly dose razzamataz magic,3,1,Positive
1185,jobalert new primary teaching vacancy castle academy information amp apply online edunorthants educatingnorthants educationjobs,0,3,Negative
1186,much looking forward hanging first years uosocctherapy next week teaching lots paediatric occupation related things first online messy play session could making,2,4,Negative
1187,calling computing digital leaders join virtual primary computing conference event discussing online safety digital security top tools teaching computing blendedlearning context find book,3,5,Negative
1188,francescoppola marketsneil tbf nightmare teaching friends often home school kids whilst planningdelivering lessons virtually available online needed,1,4,Negative
1189,govuk guidance requires facetoface teaching end dec two days end term dec online teaching continue scheduled dec continue even not leeds full info,2,2,Neutral
1190,teaching never stops clinprofskills read ucl clinical skills team made quick pivot online teaching practical skills early days covid,3,4,Negative
1191,pupils selfisolating primary video lessons still available use slides teach live lessons online classroom primarymaths,1,2,Negative
1192,interested online teaching higher education postcovid register free event next week wed joined michelledonelan minister state universities speightsarah uniofnottingham paul feldman jisc,3,3,Neutral
1193,free online game claims inoculate disinformation teaching works boing boing,3,2,Positive
1194,noisy office atm colleague received amazing work reward teacher worth points meaning zoomed class leaderboard seriously thinking incorporating online teaching,5,4,Positive
1195,slides slides go interesting topic not bad online teaching still least far resisted urge marxist class analysis neoliberal evangelising classmates chat,3,5,Negative
1196,teachers key workers throughout pandemic deserve wage rise given supermarkets schools next likely place catch covid adapt teach online whilst also teaching school,3,6,Negative
1197,yes also told uni cut book budget needed order electronic titles help students study online inevitable part covid academia amp blamed bad teaching low value money disgrace,1,8,Negative
1198,teaching week hitchin emil dale west end excess paddyjoe martin starlight express aboveandbeyond want book online contact us admissionsemildalecouk,0,4,Negative
1199,halfway first term new term online teaching turn give us voice rate modules complete survey december,0,1,Negative
1200,scotthibberson cbthomson thanks sharing scott recently wrote practical blog post topic also features link uclandigilearn champions podcast colleagues share digital practice experiences teaching online,5,2,Positive
1201,easily turn phone high definition mac pc webcam perfect business online teaching live streaming elgato epoccam works seamlessly popular video conferencing broadcast software like zoom microsoft teams obs studio,8,4,Positive
1202,excited woodysecondary ncetm mastery specialist dr saada present next pd short webinar introduce online teaching resources video lessons used school remotely teach pythagoras nov,5,3,Positive
1203,hate uni right hate online sessions hate spending days waitinghoping lecturers email back hate not able access campus going forward notion teaching apart select lecturers gone beyond,1,5,Negative
1204,online study session shakespeare hamlet cambridge legend adrian poole march bsashakespeare shakesinstitute ssfuk rsliterature revisit discover best university teaching,1,5,Negative
1205,memneon efratfurst long conversation last night arriving walkthru sequence captures process secondary geography concept maps amp extended writing part presentation dec teaching action online masterclasses,1,2,Negative
1206,absolutely impact academia huge progression largely based research outputs nt time juggling extra demands online teaching caring responsibilities,2,2,Neutral
1207,check overview create training videos students online training course creation process becomes organized testpressin edtech teaching,0,5,Negative
1208,join us year teaching online workshop series workshops aim demonstrate share good practice teaching use technology sign elearning online teaching goodpractice uom edtech,3,2,Positive
1209,five easy ideas build bridges online learners faculty focus onlinelearning edtech edchat teaching students,1,3,Negative
1210,breakout rooms fabulous method teaching learning online really enjoyed breakout rooms uclanot msc ot course innovative teaching techniques inspirational dynamic teachers,9,3,Positive
1211,smileyfacehalo good luck sure achieve mission breakout rooms breakout rooms fabulous tool teaching learning online really enjoyed uclanot teaching modules msc ot,7,3,Positive
1212,eic picture goes course advertising not microscale chemistry lots great pictures could sent rsceic,1,2,Negative
1213,morning everyone online teaching creative reading today glad friday good day phdlife,3,3,Neutral
1214,pon wednesday november gmt prviding online talk microscale techniques work along side traditional methods go benifits important moment many could done ordinary classrooms,3,2,Positive
1215,join us sunday online service sing along worship home guy team rest service follows look next part peter teaching series brotherly kindness see churchonline chesterchurch church,2,4,Negative
1216,would love hear thoughts read coronavirus tes teaching teachers virtualteaching edutwitter tes,1,4,Negative
1217,mflce good not believe tired online teaching exhausting barely done anything else wanted x,1,7,Negative
1218,heretolearned attend one train teach events able speak providers directly lsbuteacher lsbu,0,4,Negative
1219,lewisgoodall students nt gone uni october first instance instead term online teaching home,1,3,Negative
1220,missdoelteach chatting new guy online rather dismiss tiredness offers suggestion rather educate teaching tiring takes twitter slate,0,5,Negative
1221,two weeks isolation home learning live lessons not wait finally get back school tomorrow not get wrong kids great online issues sense not beat face face teaching imback,1,7,Negative
1222,catherinelegato lewisgoodall oh sure get wrong place blame students think treated appallingly go first place uni teaching online year,1,10,Negative
1223,gave online bootcamp free clients evening wasnt happy enough standards teaching not perfect human not take payment unless absolutely satisfied provided clients nothing world class session,5,5,Neutral
1224,eyfs team excited teaching maths explore online learning package discover fundamental principles underpin early learning effective teaching maths well latest curriculum guidance eyfs amp,6,1,Positive
1225,alexlloydjourno hi alex inspiring lockdown story ran online creative writing challenge get kids go blank piece paper publishable story days book amazon stories lollipops amp rainbows teaching literacy soul,2,2,Neutral
1226,lewisgoodall yet many us working incredibly hard provide successful blend online inperson face face teaching trying ensure students feel safe cared,7,4,Positive
1227,academics uk anyone face face teaching semester include live person live online sick death commentary suggesting much less teaching especially never done much teaching life,0,4,Negative
1228,pro exams really wanted go ahead year back minds got year isolating class impossible teach home online still teaching school isolation way catching,0,3,Negative
1229,spent teaching firsttime voters tell fact fiction online via poynter,0,2,Negative
1230,thing live teaching today experiment webcam feed front mentimeter presentation meanwhile slides behind shared full screen online meeting,0,2,Negative
1231,glad took decision move teaching diploma course online students learning theory waiting time handson tuition secure conditions course next intake starts january covhour,3,3,Neutral
1232,join us monday november next traintoteach event york register speak us beginning career teaching,0,3,Negative
1233,cyclingkev please break school could visit elderly parents stands days break point object teaching online instead,1,5,Negative
1234,jess always exceptional nt wasted jess daytime tv show teaching people cook affordable nutritious delicious food online food technology jess winner around,6,3,Positive
1235,janntextiles loving stitching challenges dionneswift teaching online keeping going lockdown,2,3,Negative
1236,also could someone please explain logic going school teach online lessons could teach home three year groups taught home moment two hours inperson teaching next thursday,1,4,Negative
1237,cacrisalves thanks not coy totally unexpected online teaching stuff brings lots unexpected twists,1,4,Negative
1238,fatrat librarianth often effective ways deliver key info appropriate times shorter contextualised chunks works well teaching online almost decade really good,6,2,Positive
1239,online dating talking guy not teaching every day point mention tired said thinks need adjust diet something normal tired every day teacher tired different thing mind business boy bye,0,6,Negative
1240,week endless second online conference teaching prep meetings need step away screen still another day left week,0,1,Negative
1241,good thing teaching online today could leap chair grab issue vanity fair super quickly show nice example exactly talking academictwitter,5,4,Positive
1242,marked pe revision questions mock exams available live teaching sessions webinars available students staff gcse pe cambridge national btec sport online pe specialists via pe vle physicaleducation pe fitness physicaleducationteacher physed,2,7,Negative
1243,lgohara uow admit not one usual drinking etc freshers bother face face teaching online teaching good might found first choice uni thank aswell,5,2,Positive
1244,great people using zoom suchlike online interviews meetings help thinking opening teaching people presentation eg position laptop not staring nose artex ceiling,3,3,Neutral
1245,thinking career teaching english foreign language tefl give go hour online tefl taster session november information reserve ticket click link,0,1,Negative
1246,libdemdaisy coastpaul libdems mention get back teaching moved online option stay away,0,1,Negative
1247,thinking applying teacher training sign virtual train teach event ad,0,3,Negative
1248,great review online teaching support thank dorcas uninhantsnurse uonnursesoc fionabarchard sandhubally,3,2,Positive
1249,nathanaakehurst hi nathan great hear interested winchester due covid mixture facetoface online teaching place also variety support options via student services,4,3,Positive
1250,teacher looking online teaching job join us,0,2,Negative
1251,nealewade situated march seeking dedicated inspiring teaching colleague deliver maths across full age ability range fulltime mpsups closing midday friday dec apply online activelearningt,2,4,Negative
1252,virginmedia going time knowledge outage issues work done except fibre installed street wifi cuts times day extremely disruptive online teaching work,2,9,Negative
1253,free livebroadcast performance vaughan williams lark ascending featuring violinist jenniferpikevln take place december celebrate centenary work world premiere,5,4,Positive
1254,adjusting online teaching developing strategies students special educational needs great topics covered confuciusmcr symposium chinese language teaching learning,2,4,Negative
1255,unison says way stop infections getting control reduce risk families forced selfisolate christmas day switch online teaching december two weeks end term,1,8,Negative
1256,lbcnews life general driver infection take away transport work socialising schools amp unis got left already told people work home try not use public transport unis lot online teaching,2,3,Negative
1257,jobalert new primary teaching assistant vacancy delapre primary school information amp apply online edunorthants educatingnorthants educationjobs,0,3,Negative
1258,savebrightonitstaff paying year university online cutting staff university brighton majority teaching online education joke brightonucu,2,2,Neutral
1259,teaching online thursday december continue online last day semester friday december students returning home designated faculty days check student email full details,0,5,Negative
1260,enjoying teaching new twitter session online presence getting started twitter uniofoxford browse full list courses itlcoxford welcometooxford digitalskills,5,3,Positive
1261,teacher feature swerv teaching free online hip hop class live streamed studio saturday pineapple live book free live streamed online class via app pineapple live click link,2,2,Neutral
1262,still time reserve place online recruitment event pm evening join us take first step towards career teaching comfort home register email nicolahullscittcom teach inspire makeadifference,2,4,Negative
1263,jobalert new primary teaching vacancy moulton primary school information amp apply online edunorthants educatingnorthants educationjobs,0,3,Negative
1264,nedpotter ucl recommend facetoface teaching accompanied equivalent activity enables online students meet learning outcomes,2,4,Negative
1265,wfh lows need book teach minutes shelf near behind someone teaching online camera need secretely crawl get without students noticing,0,3,Negative
1266,uni sacked entire department accidentally sent email students saying refusing reply genuine complaints people fired imagine incompetent let not forget teaching online,1,13,Negative
1267,teacherglitter teacher tested positive still online teaching clearly ill partner feel terrible completely understand still teaching even though home coughing calls videos,4,5,Negative
1268,guess university teaching would would probably say facetoface online happening simultaneously right never going back facetoface hopefully not going still onlineonly either work well,4,2,Positive
1269,wanting find teaching join parts webinar taking place next week book place today,0,1,Negative
1270,fascinatorfun educational environment blunt refusal allow online teaching less less ppe us teachers whilst students maskless breathe classrooms,1,6,Negative
1271,ok twitter folks one develop confidence public speakingdelivering online teaching feel like regressing behind keyboard,2,3,Negative
1272,everyone think tony gatrell pandemic geography matters article recent issue teaching geography members subscribe teaching geography read online geographyteacher,0,7,Negative
1273,uni brighton vice chancellor wants give standard reply students regarding sacking staff pandemic teaching done online ironically even send email right people sounds like someone else sacked,4,12,Negative
1274,teacherspets today archie online teaching miss morris,0,3,Negative
1275,carlheneghan heard world one clear sensible started petition move school teaching online end term gaining tractiona good idea,6,1,Positive
1276,due popularity first three digital open day sessions pleased announce three dates december featuring live online discussion teaching staff intro things urdang places limited book soon,5,6,Negative
1277,finding feet online teaching platforms pretty daunting task nt need check boost cv employment potential top tips got,3,7,Negative
1278,society moved fast react coronavirus pandemic bes provided new opportunities free ecologylive talks latest research tips online teaching new resources members public engagement webinars maintaining mental health,4,4,Neutral
1279,excited working kathryn margaret writing school teaching elements fiction details like join online course,4,4,Neutral
1280,recent webinar offered practical tips explored tools presented ideas preparing students various stages graded examinations spoken english gese fully online hybrid teaching environments view recording,0,6,Negative
1281,dream getting teaching train teach event provide wealth information get teaching amp make dream reality register today miss amazing opportunity traintoteach manchester,2,3,Negative
1282,eacavell jemcarlton thanks emma hey jem teaching piano lessons online last months happy chat,2,2,Neutral
1283,brackleymiss great work slightly bizarre teaching online provides real opportunities consider approaches teaching learning sounds interesting topic debate outcome,4,7,Negative
1284,despite challenges positives online teaching learning listening jsecker,2,2,Neutral
1285,enjoyed podcast would like learn topic register event next wednesday online teaching higher education postcovid,5,2,Positive
1286,really looking forward next session virtual attendee cilip conference reimagined wouldigital pivot role librarians knowledge specialists moving teaching learning online,1,1,Neutral
1287,kaitpopielarz accept talent realise minutes advantage need make online teaching stop looking gift horse mouth accept real welcome,4,1,Positive
1288,next wouldigital pivot role librarians knowledge specialists moving teaching learning online,1,1,Neutral
1289,weeks podcast professor tansy jessop tansyjtweets pro vicechancellor bristoluni biltonline bristoldigied discusses online teaching learning universities highered,0,3,Negative
1290,new workshop alert excited offer new online workshops teaching weave willow skein make plant pot find website,4,2,Positive
1291,last chance register bournemouth virtual train teach event taking place next tuesday not miss chance chat local teachers training providers bournemouth area register,0,3,Negative
1292,days teaching face face classes day online sessions enjoyed blowing cobwebs away morning getting head back early years accreditation always productive fresh air,6,3,Positive
1293,join free online puppetry course corby weekly sessions led josh macrow teaching households ages make use puppets tell stories fun together details visit corby puppetry storytelling,3,4,Negative
1294,proud teaching classes continue online,1,1,Neutral
1295,eehammelburg thanks much esther definitely struggled shift online teaching also forced way creative teaching tools,3,3,Neutral
1296,principles effective online teaching best practices distance education faculty focus faculty focus,2,1,Positive
1297,ruthbushi hi ruth good question lot students expressed finding online learning harder academic amp social perspective blended learning popular option suggests students see way least inperson teaching still careful,2,7,Negative
1298,online teaching revelation never thought something would become opportunity durhambased embroiderer sharing skills online thanks north east business support fund nbsl,8,6,Positive
1299,anna mann returns monday live amp online chat comedy teaching us new sayings bill shakes david edwards much tickets,1,2,Negative
1300,uk trained teacher currently teaching living overseas considering returntoteaching england sign information event,0,4,Negative
1301,free online workshop teachingthroughobjects one week away nt already register hear great group speakers explore use material culture teaching,5,4,Positive
1302,rrsa article week right privacy article activities help students consider different types privacy available home online amp school download,2,4,Negative
1303,two cents tv mirroring online content space contentstrategy broadcasters teaching us lot,0,1,Negative
1304,question morning day online teaching miss still pajamas pal not,0,3,Negative
1305,kevinetonwick chillaxbcn mattchorley child scottish university announced plans testing students go home december negative teaching moved online january,0,7,Negative
1306,online learning teaching scam,0,2,Negative
1307,sunday classes available book online scent work class teaching dog art scene detection beginners pet dog training beginners pet dog training cranky canines starting january cope cranky,2,4,Negative
1308,theunionucl ucl means much right eg getting teaching asynchronous amp online took least long delivering person amp not counting months preparation students best amp deserve best,2,3,Negative
1309,going miss online graduation today teaching congratulations graduates especially extraordinary group dissertation students josephine max maisie hannah sorry missing funny hat would normally wearing,4,10,Negative
1310,variety online resources live website resources need never easy bring stem classroom information visit website stem stemeducation stemcymru,2,2,Neutral
1311,chartered college teaching supporting early career teachers early careers hub joe treacy head membership chartered college teaching explains offer page hes school improvement update issue,4,4,Neutral
1312,nt say fully staffed rotas not say much currently live teaching break time one year old isolating third time since september strange ofsted gone online visits schools safe adults,1,5,Negative
1313,places left specialist knowledge teaching maths work group primary teachers sign free online sessions link blackburnwithdarwen blackpool lancashire,3,6,Negative
1314,great hear online tuition going well hopefully not long see person onlineclasses onlineeducation onlineeducation teaching teachinginapandemic thursdaythoughts thursdayvibes,3,3,Neutral
1315,reminder colleague university access connected learning essentials course need move teaching online hurry see thread,0,1,Negative
1316,jodaltondsn people learn peers indeed online say x teaching,0,1,Negative
1317,agentapostrophe gmb schools close mean teachers stop teaching online classes students still got papers mark extra support online students parents schools even stay open key workers not like refused,4,8,Negative
1318,support students travel plans may end term one teaching move online phased basis friday wednesday december students emailed details next days read thread info,2,4,Negative
1319,danyoutohell cardsordie like option use online resources not necessity accessibility cuts ways also not like perfected rulebookteaching design not keen us give,3,4,Negative
1320,interesting reflections blended teaching valuable missable problem live online lectures relatable,2,4,Negative
1321,one week left purchase tickets online experience swim england teaching education conference miss see workshops taking place order ticket,2,2,Neutral
1322,not mention paying online fucking teaching,0,3,Negative
1323,stoke trent form college closed circuit breaker teaching moved online needs happen everywhere closetheschools,0,3,Negative
1324,online learning thursday online learning updated teaching videos accompanying work found online learning pages website,1,3,Negative
1325,informal social learning facilitated faculty using blend online inperson interventions potential offer gen z friendly engaging transformational experience via wonkhe,4,2,Positive
1326,hello thursday wishing fantastic day struggling find next teaching support role offices across england amp wales sourcing latest send jobs call local axcis office todayregister free online educationjobs,3,6,Negative
1327,confirmation ofthesis provided revelationthat scottish unis put financial considerations ahead student staff amp local community safety amp successfully pressured holyrood ditch sound public health advice move teaching online,11,5,Positive
1328,commence latest data vis course training event brand new experience delivering teaching online via translators delegates italy,0,2,Negative
1329,larawong tes unisontheunion would not sign petition secondary schools providing alternatives teachers worked facetoface teaching covering staff absences online teaching wretched data slt demands unions busy politicians,3,8,Negative
1330,not miss english language teaching beyond completely free online event november globalschoolsfestival,1,3,Negative
1331,miss power walk campus vat coffee snacks morning classes get brain functioning ritual lost online teaching,1,3,Negative
1332,right teaching module stanislavski currently struggling spelling seen online stanislavski amp stanislavsky one stanislavski stanislavsky theatre acting,1,2,Negative
1333,lsenews public health experts mossialos clarewenham amp laura bear among coauthors thelancet piecewhich describes universities major hub community transmission move teaching online possible,3,2,Positive
1334,eddieshoesmith extracurricular short course leave hence strange timing core teaching online definitely strange feeling leaving house work though,1,5,Negative
1335,adamjruby timspector livuni johnmooressu liverpoolhopeuk dphmashton ljmu pheuk also interested online teaching happened students left leave understand affect reducing transmissionthis along good lateral flow testing protocol lower prevalence help not outbreak come back,1,8,Negative
1336,thank feature curatorspace amp thedesigntrust teaching skills create online course,4,4,Neutral
1337,furtheredagogy olicav thanks man students struggled ever trying teach online think not one body resource makes teaching aampp quite difficult come something else,2,7,Negative
1338,sending special kindnessripple chrisbravery self isolating grappling online teaching week send kindness ripple,4,4,Neutral
1339,mrmountstevens doctorpreece bennewmark ntprogramme well looking exactly like money people like nt going oak national teacher training academy not know public investment hours online teaching training forever,2,3,Negative
1340,delighted talking next thursday handsupproject cambridgeupelt globalschoolsfestival learned online teaching mistakes completely free need register,3,4,Negative
1341,facetoface teaching days week online teaching lectures days week dead engineering aeronautical,0,2,Negative
1342,hello singers expanding teaching practice anyone would like start online singing lessons lockdown send message beginners advanced welcome,3,9,Negative
1343,proud nuh maternity educational team combined online practical teaching way forward,1,1,Neutral
1344,borisjohnson kid school weeks far since september fair gcses stressed teenager older sister uni paying fees online teaching come pull finger help students gcses students stressedoutkids,1,6,Negative
1345,true teaching still online september wasted months loooool,0,4,Negative
1346,last night dean award tonight laptop tried sabotage first attempt teaching online thanks sarah capturing post session wine fuelled relief,7,3,Positive
1347,high key wan na avoid online teaching,0,1,Negative
1348,tonight rosiemakesjam teaching art making cranberry relish online cranberryrelish,1,3,Negative
1349,interested secondary teaching join online event would like information email pslacklincstsacouk zoom link join friendly team informal chat next session november,2,5,Negative
